"State","Agency.type","Agency.name","Race","Religion","Sexual.orientation","Ethnicity","Disability","Gender","Gender.Identity","X1st.quarter","X2nd.quarter","X3rd.quarter","X4th.quarter","Population","Total_Complaints"
"Kansas","Cities","Iola",1,0,1,0,0,"0",0,0,2,0,0,5697,2
"Kentucky","Cities","Owensboro",2,0,1,1,0,"0",0,1,2,1,0,58304,4
"California","Cities","San Luis Obispo",1,0,1,0,0,"0",0,0,0,2,0,46095,2
"Massachusetts","Cities","Haverhill",2,1,3,2,0,"0",0,4,2,1,1,62249,8
"California","Cities","Stockton",1,0,1,0,0,"0",0,1,0,0,1,299796,2
"New_York","Cities","Freeport Village",0,0,0,1,0,"0",0,1,0,0,0,43214,1
"Oregon","Cities","Newport",0,0,1,0,0,"0",0,0,1,0,0,10029,1
"Virginia","Cities","Charlottesville",1,0,0,0,0,"0",0,0,1,0,0,44187,1
"Texas","Cities","Corpus Christi",0,0,1,0,0,"0",0,0,0,0,1,314523,1
"Texas","Cities","Marble Falls",1,0,0,0,0,"0",0,0,0,1,0,6095,1
"Ohio","Cities","Austintown",2,0,0,0,0,"0",0,0,1,1,0,36192,2
"Washington","Cities","Tumwater",1,0,0,0,0,"0",0,0,0,0,1,18343,1
"Michigan","Cities","Port Huron",0,0,2,0,0,"0",0,1,0,1,0,29542,2
"Michigan","Cities","Clinton Township",4,0,0,0,0,"0",0,1,2,0,1,98071,4
"Minnesota","Cities","Elk River",1,0,0,0,0,"0",0,0,0,0,1,23351,1
"North_Carolina","Cities","Salisbury",1,0,0,0,0,"0",0,0,0,0,1,33626,1
"Ohio","Universities and Colleges","Kent State University",0,0,1,0,0,"0",0,0,0,1,0,28602,1
"New_York","Cities","Owego Village",0,0,1,0,0,"0",0,0,0,1,0,3818,1
"Florida","Cities","Weston",1,0,0,0,0,"0",0,0,0,0,1,68369,1
"North_Carolina","Cities","Wrightsville Beach",1,0,0,0,0,"0",0,0,1,0,0,2551,1
"Washington","Cities","Oak Harbor",1,0,0,0,0,"0",0,0,0,1,0,22288,1
"New_Jersey","Cities","Lawrence Township, Mercer County",0,0,0,1,0,"0",0,0,0,1,0,33172,1
"Arkansas","Cities","England",1,0,0,0,0,"0",0,0,1,0,0,2806,1
"Massachusetts","Cities","Dover",0,0,1,0,0,"0",0,0,0,1,0,5778,1
"California","Cities","Vista",1,0,1,0,0,"0",0,0,1,0,1,96712,2
"New_York","Cities","Canandaigua",1,0,0,0,0,"0",0,0,1,0,0,10470,1
"Michigan","Cities","Brownstown Township",1,0,0,0,0,"0",0,0,1,0,0,30388,1
"Massachusetts","Cities","Sharon",0,1,0,0,0,"0",0,0,1,0,0,17935,1
"Illinois","Cities","Harvey",1,0,0,0,0,"0",0,0,0,0,1,25408,1
"New_Jersey","Cities","Logan Township",1,0,0,0,0,"0",0,0,0,1,0,6019,1
"Rhode_Island","Cities","West Warwick",0,1,0,0,0,"0",0,0,0,0,1,28817,1
"Massachusetts","Cities","Peabody",0,0,0,2,0,"0",0,0,0,2,0,52178,2
"Maine","Cities","Scarborough",0,0,1,0,0,"0",0,0,1,0,0,19252,1
"New_Jersey","Cities","Trenton",1,0,1,0,0,"0",0,0,1,1,0,84439,2
"New_York","Cities","Croton-on-Hudson Village",0,0,0,0,0,"1",0,0,1,0,0,8180,1
"Ohio","Cities","Cincinnati",9,0,1,5,1,"0",0,4,0,2,10,296491,16
"New_Jersey","Cities","Woolwich Township",1,0,0,0,0,"0",0,0,1,0,0,11167,1
"New_York","Cities","Ramapo Town",0,1,0,0,0,"0",0,0,0,NA,1,87204,1
"Connecticut","Cities","Winchester",2,0,0,0,0,"0",0,2,0,0,0,11019,2
"Pennsylvania","Universities and Colleges","Lehigh University",1,0,0,0,0,"0",0,0,0,0,1,7080,1
"Texas","Cities","Bellmead",2,0,0,0,0,"0",0,0,1,0,1,9950,2
"California","Cities","Ridgecrest",0,0,1,0,0,"0",0,0,1,0,0,28537,1
"California","Cities","Yorba Linda",1,0,0,0,0,"0",0,0,0,0,1,67492,1
"Vermont","Cities","Castleton",0,0,1,0,0,"0",0,0,0,0,1,4649,1
"Michigan","Cities","Adrian",0,0,1,0,0,"0",0,0,1,0,NA,20759,1
"California","Cities","Coronado",0,1,0,0,0,"0",0,1,0,0,0,23183,1
"Michigan","Cities","Benton Harbor",3,0,0,0,0,"0",0,1,0,2,0,10039,3
"California","Cities","Norwalk",4,1,0,0,0,"0",0,0,4,0,1,106518,5
"Minnesota","Cities","Savage",0,0,1,0,0,"0",0,0,1,0,0,28285,1
"New_Jersey","Cities","Middletown Township",1,0,0,0,0,"0",0,0,1,0,0,66246,1
"California","Cities","Paramount",2,0,0,0,0,"0",0,0,1,0,1,54868,2
"Connecticut","Cities","Norwalk",1,0,1,1,0,"0",0,0,0,3,0,87590,3
"Connecticut","Cities","Enfield",1,0,0,0,0,"0",0,NA,1,NA,NA,44661,1
"California","Cities","Arcadia",1,0,0,0,0,"0",0,1,0,0,0,57855,1
"Kentucky","Cities","Berea",0,1,1,0,0,"0",0,0,1,0,1,14331,2
"California","Cities","Fontana",1,0,0,0,0,"0",0,0,1,0,0,203427,1
"Delaware","Cities","Dover",0,0,1,0,0,"0",0,0,0,1,0,37402,1
"Texas","Cities","Bellaire",0,0,1,0,0,"0",0,0,0,1,0,17617,1
"Massachusetts","Cities","Lakeville",0,1,0,0,0,"0",0,0,1,0,0,10939,1
"Oregon","Cities","Eugene",6,4,3,2,0,"0",0,1,9,1,4,158499,15
"New_Hampshire","Cities","Conway",0,0,1,0,0,"0",0,1,0,0,0,10056,1
"Missouri","Cities","St. Louis",4,1,7,0,0,"0",0,3,2,2,5,318563,12
"Kentucky","Cities","Ludlow",1,0,0,0,1,"0",0,0,2,0,0,4536,2
"Michigan","Cities","Charlotte",1,0,0,0,0,"0",0,0,1,0,0,9046,1
"Ohio","Cities","Greenhills",1,0,0,0,1,"0",0,2,0,0,0,3591,2
"South_Carolina","Cities","Honea Path",1,0,0,0,0,"0",0,0,0,0,1,3613,1
"Montana","Cities","Great Falls",1,0,0,0,0,"0",0,0,0,0,1,58940,1
"Tennessee","Cities","Nashville",4,0,1,1,0,"0",0,3,1,1,1,635673,6
"Illinois","Cities","Irving",1,0,0,0,0,"0",0,0,1,0,0,485,1
"Arkansas","Cities","Sherwood",1,0,0,0,0,"0",0,1,0,0,0,29900,1
"Massachusetts","Cities","Chelsea",1,0,0,0,0,"0",0,0,0,0,1,37454,1
"Arizona","Cities","Maricopa",1,0,0,0,0,"0",0,0,0,0,1,44871,1
"California","Cities","Concord",1,0,0,0,0,"0",0,0,1,0,0,125464,1
"Montana","Cities","Kalispell",2,0,0,0,0,"0",0,0,0,2,0,20665,2
"Kansas","Cities","Belleville",1,0,0,0,0,"0",0,1,0,0,0,1928,1
"Virginia","Cities","Manassas",1,0,0,0,0,"0",0,0,0,1,0,41512,1
"Utah","Cities","Roy",1,1,0,0,0,"0",0,0,1,1,0,37810,2
"Ohio","Universities and Colleges","Bowling Green State University",1,0,0,0,0,"0",0,1,0,0,0,17286,1
"New_York","Cities","Amherst Town",3,0,0,0,0,"0",0,0,0,1,2,118296,3
"North_Carolina","Cities","New Bern",1,0,0,0,0,"0",0,0,1,0,0,30514,1
"Massachusetts","Cities","Middleboro",1,0,0,0,0,"0",0,0,1,0,0,23547,1
"New_York","Universities and Colleges","State University of New York College: Potsdam",1,0,1,0,0,"0",0,1,0,0,1,4224,2
"Connecticut","Cities","New London",1,0,2,0,0,"0",0,3,0,0,0,27738,3
"Utah","Universities and Colleges","University of Utah",3,0,0,0,0,"0",0,1,0,0,2,32388,3
"Michigan","Cities","Saline",1,0,0,0,0,"0",0,0,0,0,1,9028,1
"California","Cities","Lodi",0,0,0,2,0,"0",0,0,1,1,0,63639,2
"Oklahoma","Cities","Tonkawa",1,0,0,0,0,"0",0,0,1,0,0,3150,1
"South_Carolina","Cities","Holly Hill",1,0,0,0,0,"0",0,1,0,0,0,1259,1
"Ohio","Cities","Ottawa Hills",1,0,0,0,0,"0",0,1,0,0,0,4481,1
"Louisiana","Universities and Colleges","University of New Orleans",1,0,0,0,0,"0",0,1,0,NA,0,10071,1
"California","Cities","Colton",1,0,0,0,0,"0",0,0,0,0,1,53403,1
"North_Carolina","Cities","Wadesboro",1,0,0,0,0,"0",0,0,0,1,0,5673,1
"Ohio","Cities","Wooster",1,1,0,0,0,"0",0,1,1,0,0,26468,2
"California","Cities","Richmond",1,0,2,0,0,"0",0,0,0,2,1,107341,3
"Ohio","Cities","Miami Township, Montgomery County",2,0,0,0,0,"0",0,0,2,0,0,29128,2
"Ohio","Cities","Struthers",1,1,0,0,1,"0",0,0,2,0,1,10522,3
"Tennessee","Cities","Atoka",0,0,0,0,1,"0",0,0,0,1,0,8821,1
"Colorado","Cities","Aurora",4,0,1,1,0,"0",0,1,3,0,2,343484,6
"Michigan","Cities","Essexville",0,1,0,0,0,"0",0,1,0,0,0,3436,1
"Florida","Cities","Largo",0,0,1,0,0,"0",0,0,1,0,0,77913,1
"Minnesota","Cities","St. Anthony",1,0,0,0,0,"0",0,0,1,0,0,8445,1
"California","Cities","Lynwood",1,0,0,0,0,"0",0,0,0,0,1,71077,1
"California","Cities","Walnut Creek",1,0,0,0,0,"0",0,0,0,0,1,66149,1
"Michigan","Cities","Waterford Township",0,1,0,0,0,"0",0,0,0,1,0,72949,1
"New_Jersey","Cities","Franklin Lakes",0,1,0,1,0,"0",0,1,1,0,0,10746,2
"New_York","Cities","Buffalo",11,1,2,2,0,"1",0,6,3,4,4,258789,17
"New_Jersey","Cities","Parsippany-Troy Hills Township",0,2,0,0,0,"0",0,0,0,0,2,53851,2
"Colorado","Cities","Durango",0,0,2,0,0,"0",0,1,0,1,0,17303,2
"New_Jersey","Cities","Lumberton Township",2,0,0,0,0,"0",0,0,0,2,0,12516,2
"Oregon","Cities","Ashland",1,0,0,0,0,"0",0,1,0,0,0,20455,1
"Washington","Cities","Bellevue",0,1,0,0,0,"0",0,1,0,0,0,127678,1
"Michigan","Cities","Garden City",1,0,0,0,0,"0",0,1,0,0,0,27110,1
"Kentucky","Universities and Colleges","Morehead State University",1,0,0,0,0,"0",0,0,0,1,0,11169,1
"California","Cities","Palm Springs",3,1,4,0,0,"0",0,4,1,2,1,46282,8
"Michigan","Cities","Romeo",2,0,0,0,0,"0",0,0,0,2,0,3597,2
"Nevada","Cities","Henderson",1,0,0,0,0,"0",0,NA,NA,1,NA,268237,1
"California","Cities","Red Bluff",2,0,1,0,0,"0",0,0,1,0,2,14170,3
"California","Cities","Pico Rivera",0,0,1,1,0,"0",0,1,1,0,0,63710,2
"Kansas","Cities","Pratt",1,0,0,0,0,"0",0,0,0,0,1,6900,1
"North_Dakota","Cities","Mandan",2,0,0,0,0,"0",0,0,0,1,1,19168,2
"Florida","Cities","Homestead",2,0,1,0,0,"0",0,2,1,0,0,64024,3
"Utah","Cities","South Jordan",0,1,0,0,0,"0",0,0,1,0,0,57593,1
"New_Jersey","Cities","Asbury Park",1,0,3,0,0,"0",0,1,2,1,0,15779,4
"Texas","Cities","Garland",1,0,1,0,0,"0",0,1,0,1,0,235683,2
"North_Carolina","Cities","Albemarle",1,0,0,0,0,"0",0,0,0,0,1,15946,1
"California","Cities","Alhambra",1,0,0,0,0,"0",0,0,0,0,1,84710,1
"New_Jersey","Cities","Greenwich Township, Warren County",1,0,0,0,0,"0",0,0,0,0,1,5582,1
"North_Carolina","Cities","Asheboro",1,0,0,0,0,"0",0,0,0,0,1,25665,1
"California","Cities","Murrieta3",3,1,1,0,0,"0",0,2,2,1,0,107768,5
"Kentucky","Cities","Louisville Metro",7,0,4,0,0,"0",0,2,4,3,2,671120,11
"Michigan","Cities","Benton Township",2,0,0,0,0,"0",0,0,0,1,1,14578,2
"Ohio","Cities","Warren",3,0,0,0,1,"0",0,0,3,1,0,40474,4
"Utah","Cities","Woods Cross",2,0,0,0,0,"0",0,0,1,0,1,10343,2
"California","Cities","Sunnyvale",1,0,0,0,0,"0",0,0,1,0,0,148160,1
"Michigan","Cities","Traverse City",0,0,1,0,0,"0",0,0,1,0,0,14989,1
"Maryland","Cities","Greenbelt",0,0,1,0,0,"0",0,0,1,0,0,23680,1
"Washington","Cities","Aberdeen",3,0,0,1,0,"0",0,1,1,0,2,16408,4
"Florida","Cities","St. Petersburg",0,1,0,0,0,"0",0,0,1,0,0,247084,1
"Kentucky","Cities","Mount Washington",1,0,0,0,0,"0",0,0,0,0,1,9377,1
"New_York","Cities","Liberty Village",0,4,0,0,0,"0",0,0,0,0,4,4285,4
"Ohio","Cities","Bucyrus",0,0,0,1,0,"0",0,NA,0,0,1,12007,1
"New_Jersey","Cities","Nutley Township",2,1,0,0,0,"0",0,0,1,2,0,28660,3
"Wisconsin","Cities","River Falls",2,0,0,0,0,"0",0,2,0,0,0,15227,2
"South_Carolina","Cities","Orangeburg",0,0,1,0,0,"0",0,0,1,0,0,13826,1
"Ohio","Cities","Montgomery",2,0,0,0,0,"0",0,0,1,1,0,10305,2
"New_Jersey","Cities","Palmyra",1,0,0,0,0,"0",0,0,0,1,0,7412,1
"Massachusetts","Cities","Marblehead",1,0,0,0,0,"0",0,0,1,0,0,20209,1
"California","Cities","San Jose",6,2,6,1,0,"0",0,7,1,2,5,992143,15
"Massachusetts","Cities","Saugus",0,0,1,0,0,"0",0,0,0,1,0,27628,1
"New_Jersey","Cities","Harrison Township",1,0,0,0,0,"0",0,0,0,1,0,12616,1
"California","Cities","El Monte",5,0,0,0,0,"0",0,0,3,0,2,115591,5
"Michigan","Cities","Huntington Woods",0,2,0,0,0,"0",0,2,0,0,0,6305,2
"Michigan","Cities","Canton Township",1,1,0,0,0,"0",0,0,1,1,0,88958,2
"Minnesota","Cities","Duluth",1,0,0,0,0,"0",0,1,0,0,0,86211,1
"Wisconsin","Cities","Merrill",0,0,0,1,0,"0",0,0,1,0,0,9427,1
"Minnesota","Cities","Faribault",0,0,1,0,0,"0",0,NA,NA,1,NA,23405,1
"Minnesota","Cities","Lino Lakes",0,0,1,0,0,"0",0,NA,0,0,1,20910,1
"Michigan","Cities","Sault Ste. Marie",1,1,0,0,0,"0",0,0,0,1,1,14203,2
"Texas","Cities","Plano",1,0,0,1,0,"0",0,1,0,0,1,275795,2
"North_Carolina","Universities and Colleges","University of North Carolina: Wilmington",1,0,0,0,0,"0",0,0,0,1,0,13733,1
"Indiana","Cities","South Bend",2,0,1,0,0,"0",0,1,NA,2,NA,100711,3
"North_Carolina","Cities","Thomasville",1,0,0,0,0,"0",0,0,0,1,0,26866,1
"Washington","Cities","Mount Vernon",0,1,0,0,0,"0",0,0,0,0,1,32450,1
"Illinois","Cities","Peoria",3,0,2,0,0,"0",0,2,1,1,1,115953,5
"California","Cities","Antioch",2,0,0,0,0,"0",0,1,1,0,0,106447,2
"Massachusetts","Cities","Edgartown",1,0,0,0,0,"0",0,1,0,0,0,4252,1
"Kentucky","Cities","St. Matthews",2,0,0,0,0,"0",0,0,1,0,1,17768,2
"California","Cities","Temple City",0,1,0,0,0,"0",0,0,0,0,1,36269,1
"Pennsylvania","Cities","Ferguson Township",0,1,0,0,0,"0",0,1,0,0,0,17807,1
"Colorado","Cities","Thornton",0,1,2,0,0,"0",0,0,0,1,2,125775,3
"New_Hampshire","Cities","Farmington",1,0,0,0,0,"0",0,0,0,1,0,6799,1
"California","Cities","Santa Maria",0,0,1,0,0,"0",0,0,0,0,1,102051,1
"Kentucky","Cities","Morehead",1,0,0,0,0,"0",0,0,0,1,0,6864,1
"South_Carolina","Cities","Forest Acres",1,0,0,0,0,"0",0,0,1,0,0,10516,1
"New_Jersey","Cities","Hoboken",3,3,1,0,0,"0",0,1,2,1,3,52771,7
"Ohio","Cities","Moraine",0,0,1,1,0,"0",0,1,0,0,1,6317,2
"New_Jersey","Cities","West Milford Township",3,0,0,0,0,"0",0,2,0,1,0,26095,3
"Colorado","Cities","Arvada",2,0,0,0,0,"0",0,0,0,1,1,110792,2
"California","Cities","Santa Cruz",1,0,1,0,0,"0",0,1,0,0,1,62517,2
"Kansas","Cities","Hays",1,0,1,0,0,"0",0,0,2,0,0,21156,2
"Michigan","Cities","Hamtramck",1,0,1,0,0,"0",0,0,0,1,1,22017,2
"Texas","Cities","McAllen",0,0,1,0,0,"0",0,0,1,0,0,136169,1
"Texas","Cities","Fort Worth",9,0,2,5,0,"0",0,5,1,6,4,789035,16
"California","Cities","Union City",1,0,0,4,0,"0",0,1,3,1,0,72480,5
"New_Hampshire","Cities","Keene",0,1,0,0,0,"0",0,0,0,1,0,23236,1
"Massachusetts","Cities","Waltham",0,1,1,0,0,"0",0,0,0,1,1,62446,2
"New_Jersey","Cities","Burlington Township",0,1,0,0,0,"0",0,1,0,0,0,22750,1
"Washington","Cities","Everett",1,1,2,2,0,"0",0,2,1,1,2,105129,6
"Vermont","Cities","Springfield",1,0,0,0,0,"0",0,0,0,0,1,9259,1
"Kentucky","Cities","Richmond",1,1,1,0,0,"0",0,1,1,0,1,32333,3
"New_Jersey","Cities","Woodbridge Township",1,2,0,0,0,"0",0,0,2,0,1,100568,3
"Ohio","Cities","Nelsonville",1,0,0,0,0,"0",0,0,0,1,0,5334,1
"Kentucky","Cities","Madisonville",1,0,0,0,0,"0",0,1,0,0,0,19761,1
"Michigan","Cities","Fraser",2,0,0,0,0,"0",0,0,1,1,0,14529,2
"Idaho","Cities","Coeur d'Alene",2,0,0,0,0,"0",0,0,1,0,1,46023,2
"Connecticut","Cities","Groton",1,1,0,0,0,"0",0,0,1,1,0,9359,2
"Connecticut","Cities","Bridgeport",5,1,2,3,0,"0",0,2,4,3,2,147076,11
"Virginia","Cities","Galax",0,0,0,1,0,"0",0,0,0,0,1,6870,1
"Michigan","Cities","Marshall",1,0,0,0,0,"0",0,0,0,0,1,7050,1
"Florida","Cities","Venice",0,2,0,0,0,"0",0,2,0,0,0,21151,2
"Pennsylvania","Cities","Northern York Regional",1,0,0,0,0,"0",0,1,0,0,0,67657,1
"California","Cities","Yuba City",0,0,0,1,0,"0",0,0,0,1,0,65133,1
"Michigan","Cities","Fruitport",1,0,0,0,0,"0",0,0,0,0,1,1090,1
"Michigan","Universities and Colleges","University of Michigan, Ann Arbor",0,1,1,0,0,"0",0,1,1,0,0,43426,2
"Florida","Cities","Palm Bay",0,1,0,1,0,"0",0,0,0,0,2,104391,2
"New_Jersey","Cities","Clark Township",0,1,0,0,0,"0",0,0,1,0,0,15021,1
"West_Virginia","Cities","Fairmont",1,1,0,0,0,"0",0,0,2,0,0,18740,2
"Massachusetts","Cities","Monson",0,0,1,0,0,"0",0,0,0,0,1,8716,1
"New_York","Universities and Colleges","State University of New York College: Oneonta",0,2,0,0,0,"0",0,0,0,1,1,6041,2
"Washington","Cities","Tukwila",1,0,0,0,0,"0",0,1,0,0,0,19765,1
"Minnesota","Cities","Shoreview",0,0,1,0,0,"0",0,0,0,1,NA,25810,1
"Virginia","Universities and Colleges","Virginia Military Institute",1,0,0,0,0,"0",0,1,0,0,0,1664,1
"New_Jersey","Cities","Montclair",4,2,0,0,0,"0",0,2,2,1,1,37962,6
"Michigan","Cities","Northfield Township",1,0,0,0,0,"0",0,0,0,0,1,8387,1
"New_York","Cities","Saratoga Springs",1,2,0,0,0,"0",0,0,0,1,2,27081,3
"Tennessee","Universities and Colleges","Southwest Tennessee Community College",0,0,1,0,0,"0",0,0,1,0,0,12220,1
"Michigan","Cities","Novi",1,0,0,0,0,"0",0,0,0,1,0,57469,1
"California","Cities","Redondo Beach",2,0,1,2,0,"0",0,1,2,1,1,67993,5
"Colorado","Cities","Centennial",3,2,1,0,0,"0",0,2,2,1,1,104771,6
"Massachusetts","Universities and Colleges","Tufts University, Medford",0,1,1,0,0,"0",0,0,0,1,1,10837,2
"Virginia","Cities","Norfolk",3,3,1,0,0,"0",0,0,5,1,1,247303,7
"California","Cities","La Quinta",1,1,0,0,0,"0",0,1,0,1,0,39150,2
"Michigan","Cities","Midland",0,0,2,0,0,"0",0,1,1,0,0,42072,2
"Ohio","Cities","Mount Vernon",2,0,0,0,0,"0",0,1,0,1,0,16748,2
"Texas","Cities","Victoria",0,2,0,0,0,"0",0,0,0,1,1,64979,2
"Massachusetts","Cities","Somerville",0,0,1,1,0,"0",0,0,0,0,2,77768,2
"Wyoming","Cities","Gillette",0,0,0,1,0,"0",0,0,0,1,0,31884,1
"Pennsylvania","Cities","State College",0,2,0,0,0,"0",0,0,0,0,2,56612,2
"New_York","Cities","Rochester",3,1,0,0,0,"0",0,0,2,2,0,210562,4
"New_Jersey","Cities","Oakland",1,2,2,0,0,"0",0,1,2,1,1,12927,5
"Michigan","Cities","Wayne",4,0,0,0,0,"0",0,1,1,1,1,17232,4
"Montana","Universities and Colleges","Montana State University",1,0,0,0,0,"0",0,0,1,0,0,14269,1
"North_Carolina","Cities","Burlington",1,0,0,0,0,"0",0,0,0,0,1,51401,1
"Kentucky","Cities","Georgetown",2,0,0,0,0,"0",0,0,0,2,0,30611,2
"Oklahoma","Cities","Oklahoma City",7,2,2,1,0,"0",0,3,4,3,2,605034,12
"New_Jersey","Cities","Green Brook Township",0,2,0,0,0,"0",0,1,1,0,0,7240,2
"Texas","Cities","Frisco",1,1,0,0,0,"0",0,0,2,0,0,131769,2
"Minnesota","Cities","Inver Grove Heights",0,1,0,0,0,"0",0,1,0,0,0,34294,1
"Georgia","Cities","Atlanta",5,1,12,2,1,"0",0,8,11,2,0,451020,21
"Texas","Universities and Colleges","University of Texas, Austin",1,0,0,0,0,"0",0,1,0,0,0,52186,1
"Illinois","Cities","Springfield",5,0,0,0,0,"0",0,0,2,2,1,117351,5
"Rhode_Island","Cities","Providence",0,0,0,1,0,"0",0,1,0,0,0,178887,1
"Arkansas","Cities","Berryville",1,0,0,0,0,"0",0,0,0,1,0,5417,1
"New_York","Cities","Middletown",1,0,0,0,0,"0",0,0,0,1,0,27809,1
"North_Dakota","Cities","Beulah",0,0,0,1,0,"0",0,1,0,0,0,3149,1
"Pennsylvania","Cities","Philadelphia",14,1,0,1,0,"0",0,3,11,1,1,1553153,16
"Virginia","Cities","Suffolk",3,0,0,0,0,"0",0,0,1,2,0,85475,3
"California","Cities","Roseville",0,0,1,0,0,"0",0,0,1,0,0,126236,1
"Texas","Cities","Temple",1,0,0,0,0,"0",0,0,0,1,0,69937,1
"Kansas","Cities","McPherson",1,0,1,0,1,"0",0,0,1,2,0,13245,3
