"State","Agency.type","Agency.name","Race","Religion","Sexual.orientation","Ethnicity","Disability","Gender","Gender.Identity","X1st.quarter","X2nd.quarter","X3rd.quarter","X4th.quarter","Population","Total_Complaints"
"Massachusetts","Cities","Belmont",0,0,0,1,0,"0",0,0,1,0,0,25421,1
"California","Cities","Claremont",1,1,1,0,0,"0",0,2,0,0,1,35623,3
"California","Cities","Duarte",1,0,1,0,0,"0",0,1,0,1,0,21759,2
"Massachusetts","Cities","Provincetown",0,1,0,0,0,"0",0,1,0,0,0,2983,1
"North_Carolina","Cities","Asheville",5,2,2,1,0,"0",0,3,0,3,4,86445,10
"Kentucky","Cities","Williamsburg",1,0,0,0,0,"0",0,1,0,0,0,5258,1
"Washington","Cities","Auburn",5,1,0,3,0,"0",1,1,1,4,4,74565,10
"Nebraska","Cities","Sidney",0,0,1,0,0,"0",0,1,0,NA,NA,6831,1
"Louisiana","Cities","New Orleans",1,1,5,1,0,"0",0,2,3,3,0,377022,8
"Oklahoma","Universities and Colleges","Southwestern Oklahoma State University",0,0,1,0,0,"0",0,0,0,0,1,5106,1
"New_Jersey","Cities","Belleville",0,0,2,0,0,"0",0,0,0,1,1,36229,2
"Washington","Cities","Wenatchee",1,0,0,1,0,"0",0,0,0,1,1,32677,2
"New_Jersey","Cities","Egg Harbor Township",2,0,0,1,0,"0",0,0,2,0,1,43709,3
"Connecticut","Cities","New Milford",0,0,0,1,0,"0",0,0,1,0,0,27743,1
"Connecticut","Cities","Plainville",0,0,1,0,0,"0",0,NA,NA,NA,1,17850,1
"New_Jersey","Cities","Monroe Township, Middlesex County",8,1,1,1,0,"0",0,1,0,2,8,41356,11
"Michigan","Cities","Detroit",2,0,1,0,0,"0",0,0,0,1,2,699889,3
"Michigan","Cities","Kalamazoo",4,0,0,0,0,"0",0,0,3,1,0,75352,4
"Washington","Cities","Lacey",0,1,0,0,0,"0",0,0,0,0,1,44298,1
"Utah","Cities","Draper",0,1,0,0,0,"0",0,0,0,1,0,44680,1
"Texas","Cities","Terrell",1,0,0,0,0,"0",0,1,0,0,0,16233,1
"Ohio","Cities","Englewood",0,0,1,0,0,"0",0,0,0,1,0,13455,1
"California","Cities","Elk Grove",1,0,0,0,0,"0",0,0,0,0,1,160925,1
"New_Jersey","Cities","Mount Olive Township",0,0,0,2,0,"0",0,0,1,0,1,28611,2
"Washington","Cities","Orting",1,0,0,0,0,"0",0,0,0,0,1,6913,1
"South_Carolina","Cities","St. George",1,0,0,0,0,"0",0,1,0,0,0,2139,1
"California","Cities","Cypress",0,0,0,1,0,"0",0,0,0,1,0,49067,1
"Oklahoma","Cities","Bixby",1,0,0,0,0,"0",0,0,1,0,0,23122,1
"Ohio","Cities","East Liverpool",1,1,0,0,0,"0",0,2,0,NA,NA,11010,2
"New_York","Cities","Monroe Village",0,2,0,0,0,"0",0,0,1,0,1,8544,2
"Washington","Cities","Kalama",1,0,0,0,0,"0",0,0,0,1,0,2316,1
"Florida","Cities","Delray Beach",1,0,0,0,0,"0",0,0,1,0,0,62887,1
"California","Cities","La Mirada",1,2,0,0,0,"0",0,1,2,0,0,49150,3
"New_Jersey","Cities","Manasquan",1,2,0,0,0,"0",0,1,2,0,0,5860,3
"Michigan","Cities","Elk Rapids",1,0,0,0,0,"0",0,0,1,0,0,1629,1
"Michigan","Cities","Troy",2,1,0,0,0,"0",0,0,1,0,2,82608,3
"Wisconsin","Cities","Oak Creek",0,1,0,1,0,"0",0,2,0,0,0,35046,2
"Oklahoma","Cities","Broken Arrow",0,0,0,1,0,"0",0,0,0,1,0,102956,1
"Indiana","Cities","Mishawaka",0,0,2,0,0,"0",0,NA,1,1,NA,47967,2
"North_Carolina","Cities","Carrboro",1,0,0,0,0,"0",0,0,0,0,1,20709,1
"Indiana","Cities","Bloomington",8,0,2,0,0,"0",0,1,5,3,1,82415,10
"West_Virginia","Cities","Beckley",3,0,1,0,0,"0",0,0,3,1,0,17593,4
"Missouri","Cities","Springfield",1,1,1,0,0,"0",0,0,3,0,0,163062,3
"Virginia","Cities","Farmville",1,0,0,0,0,"0",0,0,1,0,0,8142,1
"California","Cities","Huntington Beach",0,0,0,0,0,"0",1,0,1,0,0,195842,1
"Arizona","Cities","Glendale",2,3,1,1,0,"0",0,2,0,3,2,234006,7
"Michigan","Cities","Grosse Pointe Park",1,0,0,0,0,"0",0,0,0,1,0,11287,1
"South_Carolina","Universities and Colleges","University of South Carolina, Upstate",1,0,0,0,0,"0",0,1,0,0,0,5561,1
"Iowa","Cities","Grinnell",0,0,1,0,0,"0",0,0,0,0,1,9090,1
"Kentucky","Cities","Newport",5,0,0,0,0,"0",0,0,1,1,3,15425,5
"Washington","Cities","Redmond",1,0,0,0,0,"0",0,0,1,0,0,57263,1
"Arkansas","Cities","North Little Rock",1,0,0,0,0,"0",0,0,1,0,0,65398,1
"California","Cities","Galt",1,0,0,0,0,"0",0,0,0,1,0,24553,1
"Arizona","Cities","Prescott",0,0,0,1,0,"0",0,0,0,0,1,40752,1
"California","Cities","San Leandro",3,0,1,1,0,"0",0,2,1,2,0,87490,5
"South_Dakota","Cities","Aberdeen",1,0,0,0,0,"0",0,0,0,0,1,26999,1
"Massachusetts","Cities","Framingham",2,0,0,0,0,"0",0,0,0,2,0,70753,2
"New_Mexico","Cities","Albuquerque",5,1,4,0,0,"0",0,2,1,6,1,558165,10
"California","Cities","Turlock",1,0,0,0,0,"0",0,0,0,0,1,70075,1
"Washington","Universities and Colleges","Western Washington University",0,0,1,0,0,"0",0,0,1,0,0,14833,1
"Tennessee","Cities","Pigeon Forge",0,0,0,1,0,"0",0,0,1,0,0,6023,1
"Illinois","Cities","Roscoe",1,0,0,0,0,"0",0,0,1,0,0,10700,1
"DC","Cities","Washington",18,6,31,3,0,"0",12,19,21,20,10,646449,70
"Colorado","Cities","Monument",0,1,0,0,0,"0",0,0,0,1,0,5800,1
"Maine","Cities","Wiscasset",1,0,0,0,0,"0",0,1,0,0,0,3673,1
"Ohio","Cities","Mansfield",4,0,0,0,0,"0",0,0,3,0,1,46832,4
"North_Carolina","Cities","Wilson",0,0,1,0,0,"0",0,0,0,0,1,49737,1
"Arizona","Cities","Gilbert",1,0,0,0,0,"0",0,1,0,0,0,225232,1
"South_Carolina","Cities","Mauldin",0,0,0,1,0,"0",0,0,0,1,0,24099,1
"Iowa","Cities","Ames",1,0,0,1,0,"0",0,0,0,1,1,61193,2
"California","Cities","Irvine",0,1,0,0,0,"0",0,0,1,0,0,235830,1
"Arizona","Cities","Eagar",0,0,0,1,0,"0",0,0,1,0,0,5034,1
"Michigan","Cities","Grosse Pointe Woods",0,0,0,1,0,"0",0,0,1,0,0,15760,1
"Colorado","Cities","Rifle",0,0,0,1,0,"0",0,1,0,0,0,9306,1
"Massachusetts","Cities","New Bedford",0,0,0,1,0,"0",0,0,0,1,0,95156,1
"Washington","Cities","Shelton",0,0,0,1,0,"0",0,0,1,0,0,9780,1
"Virginia","Cities","Richmond",0,0,0,1,0,"0",0,0,1,0,0,212830,1
"Connecticut","Cities","Hamden",0,1,0,0,0,"0",0,0,1,0,0,60829,1
"Oklahoma","Cities","Muskogee",1,1,1,0,0,"0",0,1,1,1,0,38884,3
"Michigan","Universities and Colleges","Oakland University3",0,3,0,1,1,"0",0,1,0,3,1,19740,5
"Michigan","Cities","Roseville",5,0,1,0,0,"0",0,1,3,2,0,47327,6
"North_Carolina","Cities","Chapel Hill",0,0,0,1,0,"0",0,0,1,0,0,58744,1
"Kentucky","Cities","Hopkinsville",1,0,1,0,0,"0",0,0,0,1,1,33253,2
"New_Jersey","Cities","Medford Township",4,2,1,0,0,"0",0,2,1,1,3,23285,7
"Michigan","Cities","Grand Rapids",2,0,1,0,0,"0",0,1,2,0,0,191213,3
"Oklahoma","Cities","Fairfax",1,0,0,0,0,"0",0,1,0,0,0,1373,1
"Ohio","Cities","Findlay",1,0,1,0,0,"0",0,0,1,0,1,41660,2
"Tennessee","Cities","Fayetteville",1,0,0,0,0,"0",0,0,0,1,0,7155,1
"New_Jersey","Cities","Raritan",0,0,2,0,0,"0",0,0,0,0,2,7352,2
"Ohio","Cities","Akron",5,0,2,1,0,"0",0,3,3,2,0,198405,8
"Wisconsin","Cities","Fond du Lac",1,0,0,1,0,"0",0,0,1,0,1,43042,2
"New_Jersey","Cities","Burlington",0,0,0,0,1,"0",0,1,0,0,0,9865,1
"Wisconsin","Universities and Colleges","University of Wisconsin, Platteville",0,1,2,0,0,"0",0,3,0,0,0,8668,3
"Connecticut","Cities","Glastonbury",1,0,0,0,0,"0",0,1,0,0,0,34782,1
"Colorado","Cities","Denver",9,5,15,1,0,"0",0,3,13,9,5,648981,30
"South_Carolina","Cities","Winnsboro",0,6,0,0,0,"0",0,2,3,0,1,3428,6
"Michigan","Cities","Three Rivers",1,0,0,0,0,"0",0,0,0,0,1,7712,1
"California","Cities","Agoura Hills",2,0,0,0,0,"0",0,0,2,0,0,20762,2
"Virginia","Cities","Hopewell",0,1,0,0,0,"0",0,0,0,1,0,22305,1
"Massachusetts","Cities","Westborough",1,0,0,0,0,"0",0,0,0,1,0,18563,1
"Arizona","Cities","Tucson",13,6,6,1,0,"0",0,8,8,6,4,525486,26
"Illinois","Cities","Morton",0,0,1,0,0,"0",0,0,0,1,0,16462,1
"Massachusetts","Cities","Quincy",6,3,0,4,0,"0",0,4,2,4,3,93490,13
"California","Cities","Banning",0,0,0,1,0,"0",0,0,0,1,0,30503,1
"Kentucky","Cities","Paducah",1,0,0,0,0,"0",0,0,0,0,1,25064,1
"Indiana","Cities","Fort Wayne",1,0,0,0,0,"0",0,0,1,0,0,254820,1
"Michigan","Cities","Saginaw Township",0,1,0,0,0,"0",0,0,0,0,1,40636,1
"Connecticut","Cities","Wolcott",1,0,0,0,0,"0",0,0,1,0,0,16735,1
"California","Cities","Saratoga",1,0,0,0,0,"0",0,0,1,0,0,30897,1
"California","Cities","Alameda",0,1,0,0,0,"0",0,0,0,0,1,76206,1
"Delaware","Cities","New Castle",1,0,0,0,0,"0",0,0,0,1,0,5388,1
"Ohio","Cities","Norwalk",0,0,1,0,1,"0",0,1,1,0,0,16906,2
"New_Jersey","Cities","Lower Township",1,0,0,0,0,"0",0,0,0,1,0,22467,1
"California","Cities","Livermore",0,0,0,1,0,"0",0,0,0,1,0,84350,1
"Texas","Cities","Springtown",0,0,1,0,0,"0",0,0,0,1,0,2698,1
"Kentucky","Cities","Elizabethtown",2,0,0,0,0,"0",0,0,0,0,2,29470,2
"Michigan","Cities","Chesterfield Township",0,0,0,1,0,"0",0,0,0,1,0,43784,1
"Washington","Cities","Seattle",50,14,14,6,3,"2",0,19,23,29,18,642814,89
"Minnesota","Cities","Maple Grove",0,0,1,0,0,"0",0,NA,1,0,0,65318,1
"Michigan","Cities","Sumpter Township",1,0,1,0,0,"0",0,0,0,0,2,9310,2
"California","Cities","El Cajon",1,0,0,1,0,"0",0,0,1,0,1,102012,2
"California","Cities","Monterey",1,0,1,0,0,"0",0,0,0,1,1,29338,2
"Kansas","Cities","Parsons",2,0,0,0,0,"0",0,0,2,0,0,10278,2
"Montana","Cities","Missoula",1,0,1,0,0,"0",0,1,0,1,0,68877,2
"Arizona","Cities","Apache Junction",1,0,0,0,0,"0",0,1,0,0,NA,36626,1
"New_Jersey","Cities","Passaic",2,2,0,1,0,"0",0,0,1,2,2,70445,5
"Michigan","Cities","Royal Oak",1,0,0,0,0,"0",0,0,0,1,0,58804,1
"California","Cities","Berkeley",7,1,4,1,0,"0",0,6,2,4,1,116217,13
"California","Cities","South Lake Tahoe",0,0,0,1,0,"0",0,0,0,1,0,21243,1
"Wisconsin","Cities","Appleton",0,0,2,0,0,"0",0,0,2,0,0,73141,2
"Utah","Cities","Murray",1,0,0,0,0,"0",0,0,0,1,0,48767,1
"Connecticut","Cities","Suffield",1,0,0,0,0,"0",0,0,0,1,0,15908,1
"New_Jersey","Cities","Somerville",0,1,0,0,0,"0",0,0,0,1,0,12174,1
"California","Cities","Simi Valley",1,1,0,1,0,"0",0,1,0,2,0,126215,3
"California","Cities","Sonora",1,0,0,0,0,"0",0,0,0,1,0,4774,1
"Kentucky","Cities","Frankfort",1,0,1,1,0,"0",0,1,1,0,1,27680,3
"California","Cities","Lemoore",1,0,0,0,0,"0",0,1,0,0,0,24802,1
"New_Jersey","Cities","Galloway Township",0,0,1,0,0,"0",0,0,1,0,0,37304,1
"California","Cities","Chino",2,2,2,3,0,"0",0,2,2,3,2,80704,9
"Pennsylvania","Cities","Lewistown",0,1,0,0,0,"0",0,0,1,0,0,8370,1
"New_York","Cities","Brighton Town",1,0,0,0,0,"0",0,1,0,0,0,36689,1
"New_York","Cities","New York",44,152,99,17,1,"0",1,56,84,81,93,8396126,314
"Tennessee","Cities","Munford",0,0,0,1,0,"0",0,0,0,0,1,6036,1
"Virginia","Cities","Chesapeake",4,2,0,0,0,"0",0,2,0,2,2,230577,6
"Nebraska","Cities","Columbus",0,0,1,0,0,"0",0,0,0,1,0,22624,1
"North_Carolina","Cities","Creedmoor",1,0,0,0,0,"0",0,0,0,1,0,4254,1
"New_York","Cities","Mount Vernon",2,0,0,1,0,"0",0,1,1,0,1,68071,3
"Michigan","Cities","Westland",1,0,0,1,0,"0",0,1,0,0,1,82554,2
"Colorado","Cities","Greeley",0,0,1,0,0,"0",0,0,0,0,1,96111,1
"Massachusetts","Cities","Springfield",1,0,2,1,0,"0",0,3,0,0,1,153586,4
"Michigan","Cities","Mackinac Island",0,1,0,0,0,"0",0,0,0,1,0,494,1
"Massachusetts","Cities","Pittsfield",0,0,1,0,0,"0",0,0,1,0,0,43992,1
"Ohio","Cities","Upper Arlington",3,0,0,0,0,"0",0,0,0,1,2,34369,3
"California","Cities","Redlands",0,2,1,0,0,"0",0,0,1,0,2,70282,3
"Massachusetts","Universities and Colleges","Massachusetts College of Liberal Arts",0,0,1,0,0,"0",0,1,0,0,0,1799,1
"California","Cities","Rohnert Park",0,0,0,3,0,"0",0,2,0,0,1,41326,3
"New_Jersey","Cities","Allenhurst",0,2,0,0,0,"0",0,0,0,1,1,493,2
"California","Cities","Dana Point",0,1,0,0,0,"0",0,0,1,0,0,34262,1
"Ohio","Cities","Solon",1,0,0,0,0,"0",0,0,1,0,0,23105,1
"Kentucky","Cities","Florence",1,0,0,0,2,"0",0,1,1,1,0,31434,3
"North_Carolina","Cities","Fayetteville",4,1,0,1,0,"0",0,2,1,2,1,202524,6
"California","Cities","Garden Grove",1,0,0,3,0,"0",0,0,1,2,1,175469,4
"New_Jersey","Cities","West Long Branch",0,1,0,0,0,"0",0,0,0,1,0,8660,1
"Ohio","Cities","Napoleon",1,0,0,0,0,"0",0,1,0,0,0,8663,1
"Illinois","Cities","Normal",0,0,1,0,0,"0",0,0,0,0,1,54241,1
"Florida","Cities","Port St. Lucie",1,0,0,0,0,"0",0,1,0,0,0,169877,1
"California","Universities and Colleges","California State Polytechnic University: San Luis Obispo",0,0,1,0,0,"0",0,1,0,0,0,18679,1
"Ohio","Cities","Vandalia",2,0,0,0,0,"0",0,0,1,1,0,15181,2
"California","Cities","Redding",5,0,1,2,0,"0",0,2,2,3,1,91035,8
"Michigan","Cities","Gerrish Township",1,0,0,0,0,"0",0,0,1,0,0,2942,1
"Kentucky","Cities","Harrodsburg",1,0,0,0,0,"0",0,0,0,1,0,8301,1
"Colorado","Cities","Dillon",0,0,0,1,0,"0",0,0,1,0,0,906,1
"Michigan","Cities","Wyoming",1,1,0,0,0,"0",0,1,0,0,1,73786,2
"New_York","Cities","Albany",1,2,0,0,0,"0",0,0,2,1,0,97956,3
"Virginia","Cities","Harrisonburg",3,0,1,0,0,"0",0,1,2,0,1,51767,4
"New_York","Cities","West Seneca Town",2,0,0,0,0,"0",0,0,1,1,0,44821,2
"Massachusetts","Cities","Medford",5,3,0,1,1,"0",0,2,4,4,0,57428,10
"New_Jersey","Cities","Highland Park",2,3,3,0,0,"0",0,1,4,2,1,14420,8
"New_Mexico","Cities","Los Lunas",1,0,0,0,0,"0",0,0,NA,1,NA,15252,1
"Kansas","Cities","Andover",0,1,1,0,0,"0",0,0,1,1,0,12188,2
"California","Universities and Colleges","Marin Community College",0,1,1,0,0,"0",0,2,0,0,0,7058,2
"California","Universities and Colleges","California State University: San Bernardino",3,0,0,0,0,"0",0,2,0,1,0,18234,3
"New_Hampshire","Cities","Windham",1,0,0,0,0,"0",0,1,0,0,0,14092,1
"Kentucky","Cities","Vine Grove",1,0,0,0,0,"0",0,1,0,0,0,5298,1
"Michigan","Universities and Colleges","Western Michigan University",0,0,1,0,0,"0",0,0,0,1,0,24598,1
"Ohio","Cities","Kettering",1,0,0,0,0,"0",0,0,1,0,0,55907,1
"California","Cities","Sacramento",6,2,6,2,0,"0",0,2,5,6,3,478182,16
"Arkansas","Cities","Bentonville",1,0,0,0,0,"0",0,0,0,1,0,39132,1
"Washington","Cities","Kelso",4,0,0,0,0,"0",0,1,1,1,1,11802,4
"Maine","Cities","Ellsworth",1,0,0,0,0,"0",0,0,1,0,0,7853,1
"Connecticut","Cities","Stamford",1,2,2,2,1,"0",0,2,2,1,3,125876,8
"Tennessee","Cities","Franklin",1,0,0,0,0,"0",0,0,0,1,0,67465,1
"California","Cities","Davis",2,1,4,1,0,"0",0,3,4,0,1,66126,8
"Massachusetts","Cities","Bolton",0,0,1,0,0,"0",0,0,0,1,0,5060,1
"Massachusetts","Cities","Bedford",1,2,0,0,0,"0",0,1,0,0,2,13947,3
"California","Cities","Redwood City",0,1,0,0,0,"0",0,1,0,0,0,79707,1
"Colorado","Cities","Castle Rock",0,0,0,2,0,"0",0,0,0,0,2,52309,2
"Massachusetts","Universities and Colleges","University of Massachusetts: Amherst",2,3,1,1,0,"0",0,3,0,2,2,28236,7
"South_Carolina","Cities","Charleston",2,0,0,0,0,"0",0,2,0,0,0,127206,2
"New_York","Cities","Batavia",1,0,0,0,0,"0",0,0,0,1,0,15374,1
"South_Carolina","Cities","Lexington",1,0,0,0,0,"0",0,0,1,0,0,19547,1
"Maine","Cities","South Portland",1,2,2,0,0,"0",0,1,2,2,0,25126,5
"Minnesota","Cities","Wadena",0,0,1,0,0,"0",0,1,0,0,0,4092,1
"New_Jersey","Cities","Cinnaminson Township",1,0,0,0,0,"0",0,0,0,0,1,16686,1
"California","Cities","Victorville",6,0,1,0,0,"0",0,2,1,2,2,121699,7
"Ohio","Cities","Jackson Township, Stark County",1,0,0,0,0,"0",0,0,1,0,0,40436,1
"North_Carolina","Cities","Siler City",2,0,0,0,0,"0",0,1,0,1,0,8243,2
"Idaho","Cities","Hailey",0,0,0,1,0,"0",0,0,0,1,0,7915,1
"Michigan","Cities","Milford",0,1,0,0,0,"0",0,1,0,0,0,16170,1
"New_Jersey","Cities","Paramus",0,0,0,1,0,"0",0,0,0,0,1,26628,1
"New_York","Universities and Colleges","State University of New York College: Buffalo",0,0,1,0,0,"0",0,0,1,0,0,11781,1
"Washington","Cities","Omak",0,0,1,1,1,"0",0,2,1,0,0,4801,3
"New_Jersey","Cities","Totowa",1,1,1,0,0,"0",0,0,1,2,0,10985,3
"California","Cities","Manhattan Beach",1,0,0,0,0,"0",0,0,0,0,1,35930,1
"New_Jersey","Cities","Mahwah Township",0,1,0,0,0,"0",0,0,0,1,0,26292,1
"New_Jersey","Cities","Piscataway Township",0,2,2,0,0,"0",0,3,1,0,0,58259,4
"Kentucky","Cities","Henderson",2,0,0,0,0,"0",0,0,0,0,2,28952,2
"California","Universities and Colleges","University of California: Riverside",2,0,0,0,0,"0",0,0,1,1,0,20947,2
"Florida","Cities","North Miami Beach",0,0,1,0,0,"0",0,1,0,0,0,43417,1
"Indiana","Cities","Indianapolis",29,0,6,8,0,"0",0,8,15,16,4,850220,43
"New_York","Universities and Colleges","State University of New York College: Oswego",0,1,0,0,0,"0",0,1,0,0,0,7921,1
"West_Virginia","Cities","Huntington",4,1,2,1,0,"0",0,1,2,5,0,49172,8
"Michigan","Cities","Lake Orion",1,0,0,0,0,"0",0,0,0,0,1,3052,1
"New_York","Universities and Colleges","State University of New York: Stony Brook",0,2,0,0,0,"0",0,0,1,1,0,23946,2
"Colorado","Cities","Telluride",0,0,1,0,0,"0",0,0,0,1,0,2313,1
"Michigan","Universities and Colleges","Saginaw Valley State University",1,0,0,0,0,"0",0,0,0,0,1,10552,1
"California","Cities","Thousand Oaks",0,1,0,0,0,"0",0,0,0,0,1,128884,1
"California","Cities","Buena Park3",0,0,1,1,0,"0",0,0,1,0,1,82632,2
"California","Universities and Colleges","California State University: San Jose",2,0,1,1,0,"0",0,1,1,1,1,30448,4
"Virginia","Cities","Woodstock",1,0,0,0,0,"0",0,0,1,0,0,5193,1
"Utah","Cities","Provo",1,0,0,0,0,"0",0,0,0,0,1,116937,1
"Nevada","Cities","Reno",2,1,1,0,0,NA,0,NA,1,3,NA,232561,4
"Massachusetts","Universities and Colleges","Northeastern University",0,1,1,0,0,"1",0,0,0,0,3,27694,3
"Tennessee","Universities and Colleges","Christian Brothers University",1,0,0,0,0,"0",0,0,0,0,1,1603,1
"New_Jersey","Cities","Toms River Township",0,1,0,0,0,"0",0,0,0,1,0,92332,1
"Ohio","Cities","Xenia",3,0,0,0,0,"0",0,1,0,1,1,26038,3
"Arizona","Cities","Yuma",3,4,0,3,0,"0",0,3,5,0,2,96014,10
"California","Cities","Vallejo",1,0,0,1,0,"0",0,0,2,0,0,118336,2
"California","Cities","Los Alamitos",1,0,0,0,0,"0",0,1,0,0,0,11735,1
"Michigan","Cities","Bloomfield Township",1,1,0,0,0,"0",0,0,1,1,0,41791,2
"Texas","Cities","Harlingen",1,0,0,0,0,"0",0,0,0,1,0,65885,1
"Missouri","Cities","Independence",1,0,1,0,0,"0",0,1,0,1,0,117381,2
"California","Cities","Azusa",1,0,0,0,0,"0",0,0,0,1,0,47754,1
"Florida","Cities","Miramar",0,0,1,0,0,"0",0,0,1,0,0,130926,1
"Connecticut","Cities","Guilford",0,1,0,0,0,"0",0,NA,NA,1,NA,22409,1
"California","Cities","Foster City",1,0,0,0,0,"0",0,1,0,0,0,32652,1
"Michigan","Cities","Mount Pleasant",3,0,1,0,1,"0",0,1,2,2,0,26238,5
"California","Cities","National City",2,0,1,0,0,"0",0,1,0,1,1,59637,3
"Michigan","Cities","East Grand Rapids",1,0,0,0,0,"0",0,0,1,0,0,11100,1
"Virginia","Cities","Manassas Park",0,1,0,0,0,"0",0,1,0,0,0,16332,1
